項次,清運序,行政區,清運路線名稱,清運點名稱,一般垃圾清運時間,廚餘回收清運時間,資源回收清運時間
213,20,蘆竹區,南崁區11線,南福街186巷（橘園社區、城市綠洲）,星期一二四五六:20:05,星期一二四五六:20:05,星期一二四五六:20:05
214,1,蘆竹區,南崁區12線,仁愛路一段19巷口,星期一二四五六:17:10,星期一二四五六:17:10,星期一二四五六:17:10
215,2,蘆竹區,南崁區12線,六福路46號,星期一二四五六:17:20,星期一二四五六:17:20,星期一二四五六:17:20
216,3,蘆竹區,南崁區12線,六福路與南山路口,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
217,4,蘆竹區,南崁區12線,大豐街,星期一二四五六:17:30,星期一二四五六:17:30,星期一二四五六:17:30
218,5,蘆竹區,南崁區12線,南山路二段158號(長安路口),星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
219,6,蘆竹區,南崁區12線,內新路13號,星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
220,7,蘆竹區,南崁區12線,長興路三段與南山路二段口,星期一二四五六:17:42,星期一二四五六:17:42,星期一二四五六:17:42
221,8,蘆竹區,南崁區12線,長興路三段277巷口(長興橋),星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
222,9,蘆竹區,南崁區12線,內溪路(內厝里),星期一二四五六:18:10,星期一二四五六:18:10,星期一二四五六:18:10
223,10,蘆竹區,南崁區12線,長安路與南山路口,星期一二四五六:18:15,星期一二四五六:18:15,星期一二四五六:18:15
224,11,蘆竹區,南崁區12線,長安路二段120巷,星期一二四五六:18:20,星期一二四五六:18:20,星期一二四五六:18:20
225,12,蘆竹區,南崁區12線,內厝街50號(岳峰公司前),星期一二四五六:18:30,星期一二四五六:18:30,星期一二四五六:18:30
226,13,蘆竹區,南崁區12線,長榮路5號(日富天下社區),星期一二四五六:18:35,星期一二四五六:18:35,星期一二四五六:18:35
227,14,蘆竹區,南崁區12線,南山路一段17號(電通市社區前),星期一二四五六:18:40,星期一二四五六:18:40,星期一二四五六:18:40
228,15,蘆竹區,南崁區12線,南山路一段9號(五福橋),星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
229,16,蘆竹區,南崁區12線,南崁路179號(南崁派出所),星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
230,17,蘆竹區,南崁區12線,南崁路175巷(蘆竹區農會大樓),星期一二四五六:19:30,星期一二四五六:19:30,星期一二四五六:19:30
231,18,蘆竹區,南崁區12線,新南路一段(新南公園),星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
232,19,蘆竹區,南崁區12線,南崁路131號(天主教堂),星期一二四五六:19:40,星期一二四五六:19:40,星期一二四五六:19:40
233,20,蘆竹區,南崁區12線,南祥路15號(福安街口),星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
234,21,蘆竹區,南崁區12線,南上路6號(南崁後街口),星期一二四五六:19:55,星期一二四五六:19:55,星期一二四五六:19:55
235,22,蘆竹區,南崁區12線,南崁路314號(南山路口),星期一二四五六:20:00,星期一二四五六:20:00,星期一二四五六:20:00
236,1,蘆竹區,南崁區13線,五福路96號(五福小品社區),星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
237,2,蘆竹區,南崁區13線,仁愛路（與吉林路口）,星期一二四五六:17:20,星期一二四五六:17:20,星期一二四五六:17:20
238,3,蘆竹區,南崁區13線,仁愛路三段6號(中山路口),星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
239,4,蘆竹區,南崁區13線,仁愛路三段70號(綠景別墅),星期一二四五六:17:30,星期一二四五六:17:30,星期一二四五六:17:30
240,5,蘆竹區,南崁區13線,仁愛路三段260巷內,星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
241,6,蘆竹區,南崁區13線,吉林路43號(竹城京都),星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
242,7,蘆竹區,南崁區13線,長春路98號(統領台北),星期一二四五六:17:55,星期一二四五六:17:55,星期一二四五六:17:55
243,8,蘆竹區,南崁區13線,長春路67號(冠倫台北),星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
244,9,蘆竹區,南崁區13線,長春路2號(文學苑),星期一二四五六:18:15,星期一二四五六:18:15,星期一二四五六:18:15
245,10,蘆竹區,南崁區13線,五福一路201號,星期一二四五六:19:05,星期一二四五六:19:05,星期一二四五六:19:05
246,11,蘆竹區,南崁區13線,五福一路63號,星期一二四五六:19:08,星期一二四五六:19:08,星期一二四五六:19:08
247,12,蘆竹區,南崁區13線,中山路171號(歐洲之星社區),星期一二四五六:19:15,星期一二四五六:19:15,星期一二四五六:19:15
248,13,蘆竹區,南崁區13線,中山路99號(麥特林社區)　,星期一二四五六:19:20,星期一二四五六:19:20,星期一二四五六:19:20
249,14,蘆竹區,南崁區13線,中山路50號(新天鵝堡),星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
250,15,蘆竹區,南崁區13線,六福路157號(鵬程萬里社區),星期一二四五六:19:30,星期一二四五六:19:30,星期一二四五六:19:30
251,16,蘆竹區,南崁區13線,六福路251號(統帥清境社區),星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
252,17,蘆竹區,南崁區13線,六福路217號(太子太陽城社區),星期一二四五六:19:40,星期一二四五六:19:40,星期一二四五六:19:40
253,18,蘆竹區,南崁區13線,六福路191號(長榮新第社區),星期一二四五六:19:45,星期一二四五六:19:45,星期一二四五六:19:45
254,19,蘆竹區,南崁區13線,中山路67號(長春路口),星期一二四五六:19:55,星期一二四五六:19:55,星期一二四五六:19:55
255,1,蘆竹區,大竹及南崁區15線,民權路、建國路、建新路,星期一二四五六:16:30,星期一二四五六:16:30,星期一二四五六:16:30
256,2,蘆竹區,大竹及南崁區15線,圳佳路,星期一二四五六:16:35,星期一二四五六:16:35,星期一二四五六:16:35
257,3,蘆竹區,大竹及南崁區15線,麗水巷(達觀社區),星期一二四五六:16:45,星期一二四五六:16:45,星期一二四五六:16:45
258,4,蘆竹區,大竹及南崁區15線,南平街(臻美社區),星期一二四五六:17:00,星期一二四五六:17:00,星期一二四五六:17:00
259,5,蘆竹區,大竹及南崁區15線,富昌街,星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
260,6,蘆竹區,大竹及南崁區15線,富國路二段755巷內,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
261,7,蘆竹區,大竹及南崁區15線,宏華街南青路口,星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
262,8,蘆竹區,大竹及南崁區15線,南青路262號,星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
263,9,蘆竹區,大竹及南崁區15線,大竹北路1085巷內,星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
264,10,蘆竹區,大竹及南崁區15線,大華街65號(菜市場),星期一二四五六:17:55,星期一二四五六:17:55,星期一二四五六:17:55
265,11,蘆竹區,大竹及南崁區15線,立德街,星期一二四五六:19:05,星期一二四五六:19:05,星期一二四五六:19:05
266,12,蘆竹區,大竹及南崁區15線,五福路106巷,星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
267,13,蘆竹區,大竹及南崁區15線,吉林路132巷,星期一二四五六:19:15,星期一二四五六:19:15,星期一二四五六:19:15
268,14,蘆竹區,大竹及南崁區15線,歐楓街,星期一二四五六:19:20,星期一二四五六:19:20,星期一二四五六:19:20
269,15,蘆竹區,大竹及南崁區15線,中山路158巷,星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
270,16,蘆竹區,大竹及南崁區15線,育幼院、中山路108巷,星期一二四五六:19:30,星期一二四五六:19:30,星期一二四五六:19:30
271,17,蘆竹區,大竹及南崁區15線,中山路125巷(狀元帝寶社區),星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
272,18,蘆竹區,大竹及南崁區15線,南華三街,星期一二四五六:19:45,星期一二四五六:19:45,星期一二四五六:19:45
273,19,蘆竹區,大竹及南崁區15線,南華二街巷口,星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
274,20,蘆竹區,大竹及南崁區15線,南華一街、鎮江街、金華街,星期一二四五六:19:55,星期一二四五六:19:55,星期一二四五六:19:55
275,1,蘆竹區,南崁區16線,南山路2段491號前,星期一二四五六:17:10,星期一二四五六:17:10,星期一二四五六:17:10
276,2,蘆竹區,南崁區16線,桃林鐵路公埔街(右邊)　,星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
277,3,蘆竹區,南崁區16線,南山路三段190號,星期一二四五六:17:20,星期一二四五六:17:20,星期一二四五六:17:20
278,4,蘆竹區,南崁區16線,南山路三段(山腳街)右側,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
279,5,蘆竹區,南崁區16線,南山路三段330號(山腳國小),星期一二四五六:17:30,星期一二四五六:17:30,星期一二四五六:17:30
280,6,蘆竹區,南崁區16線,山腳里(溪崁頭),星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
281,7,蘆竹區,南崁區16線,南山路(山鼻里左)至長興路口,星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
282,8,蘆竹區,南崁區16線,南祥路中悅上林苑社區,星期一二四五六:18:00,星期一二四五六:18:00,星期一二四五六:18:00
283,9,蘆竹區,南崁區16線,南祥路(長榮吉邸),星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
284,10,蘆竹區,南崁區16線,南昌路1號(台北領航家),星期一二四五六:18:55,星期一二四五六:18:55,星期一二四五六:18:55
285,11,蘆竹區,南崁區16線,南昌路薪傳大樓(右側),星期一二四五六:19:00,星期一二四五六:19:00,星期一二四五六:19:00
286,12,蘆竹區,南崁區16線,南昌路薪傳大樓(左側),星期一二四五六:19:02,星期一二四五六:19:02,星期一二四五六:19:02
287,13,蘆竹區,南崁區16線,南順一街(蘭亭序社區),星期一二四五六:19:05,星期一二四五六:19:05,星期一二四五六:19:05
288,14,蘆竹區,南崁區16線,奉化路24巷,星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
289,15,蘆竹區,南崁區16線,南順四街、南順一街,星期一二四五六:19:12,星期一二四五六:19:12,星期一二四五六:19:12
290,16,蘆竹區,南崁區16線,南順四街50號,星期一二四五六:19:15,星期一二四五六:19:15,星期一二四五六:19:15
291,17,蘆竹區,南崁區16線,厚生路(厚生社區),星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
292,1,蘆竹區,大竹區17線,大新路大竹黃昏市場對面,星期一二四五六:17:00,星期一二四五六:17:00,星期一二四五六:17:00
293,2,蘆竹區,大竹區17線,大新路610巷2號,星期一二四五六:17:05,星期一二四五六:17:05,星期一二四五六:17:05
294,3,蘆竹區,大竹區17線,大新路727巷(蘆森堡社區),星期一二四五六:17:15,星期一二四五六:17:15,星期一二四五六:17:15
295,4,蘆竹區,大竹區17線,龍安街三段129巷口,星期一二四五六:17:20,星期一二四五六:17:20,星期一二四五六:17:20
296,5,蘆竹區,大竹區17線,龍安街二段1517巷,星期一二四五六:17:25,星期一二四五六:17:25,星期一二四五六:17:25
297,6,蘆竹區,大竹區17線,慈陽別墅,星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
298,7,蘆竹區,大竹區17線,龍安街三段福林居社區,星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
299,8,蘆竹區,大竹區17線,龍安街二段1265號,星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
300,9,蘆竹區,大竹區17線,中興路205巷內小路,星期一二四五六:17:50,星期一二四五六:17:50,星期一二四五六:17:50
301,10,蘆竹區,大竹區17線,中興路與興仁路口慈濟回收站,星期一二四五六:17:55,星期一二四五六:17:55,星期一二四五六:17:55
302,11,蘆竹區,大竹區17線,中興二街,星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
303,12,蘆竹區,大竹區17線,中興一街,星期一二四五六:18:10,星期一二四五六:18:10,星期一二四五六:18:10
304,13,蘆竹區,大竹區17線,中興七街,星期一二四五六:18:15,星期一二四五六:18:15,星期一二四五六:18:15
305,14,蘆竹區,大竹區17線,大興路150巷,星期一二四五六:18:55,星期一二四五六:18:55,星期一二四五六:18:55
306,15,蘆竹區,大竹區17線,大新路475號（至善園）,星期一二四五六:19:00,星期一二四五六:19:00,星期一二四五六:19:00
307,16,蘆竹區,大竹區17線,大新路,星期一二四五六:19:05,星期一二四五六:19:05,星期一二四五六:19:05
308,17,蘆竹區,大竹區17線,南竹路五段與大竹路口,星期一二四五六:19:08,星期一二四五六:19:08,星期一二四五六:19:08
309,18,蘆竹區,大竹區17線,南竹路五段與愛國一路口,星期一二四五六:19:10,星期一二四五六:19:10,星期一二四五六:19:10
310,19,蘆竹區,大竹區17線,南竹路五段152巷,星期一二四五六:19:15,星期一二四五六:19:15,星期一二四五六:19:15
311,20,蘆竹區,大竹區17線,南竹路五段210巷,星期一二四五六:19:20,星期一二四五六:19:20,星期一二四五六:19:20
312,21,蘆竹區,大竹區17線,南竹路五段224巷,星期一二四五六:19:25,星期一二四五六:19:25,星期一二四五六:19:25
313,22,蘆竹區,大竹區17線,愛國一路與祥賀街口,星期一二四五六:19:30,星期一二四五六:19:30,星期一二四五六:19:30
314,23,蘆竹區,大竹區17線,愛國一路150號,星期一二四五六:19:35,星期一二四五六:19:35,星期一二四五六:19:35
315,24,蘆竹區,大竹區17線,上竹路292巷(星期二、五、六),星期二五六:19:37,星期二五六:19:37,星期一二四五六:19:37
316,25,蘆竹區,大竹區17線,大同街,星期一二四五六:19:40,星期一二四五六:19:40,星期一二四五六:19:40
317,26,蘆竹區,大竹區17線,博愛街,星期一二四五六:19:45,星期一二四五六:19:45,星期一二四五六:19:45
318,27,蘆竹區,大竹區17線,大竹派出所,星期一二四五六:19:50,星期一二四五六:19:50,星期一二四五六:19:50
319,1,八德區,第1條路線,八德派出所（中山路23號）,星期一二四五六:16:40,星期一二四五六:16:40,星期一四五:16:40
